1	14892
1	28987
1	29374
1	179991
1	231224
1	328632
1	332823
1	405951
1	473489
1	504372
1	581051
1	649515
1	689289
1	710785
1	785726
1	806449
1	876120
1	918928
1	932562
1	989411
1	1109365
1	1125525
1	1175220
1	1240832
1	1306567
1	1373954
1	1420412
1	1470413
1	1514345
1	1630388
1	1636199
1	1670016
1	1681772
1	1725896
1	1750811
1	1759201
1	1934512
1	1953408
1	2019841
1	2096528
1	2142198
1	2151814
1	2201969
1	2212268
1	2218681
1	2274056
1	2298892
1	2384765
1	2429727
1	2430666
1	2453754
1	2511659
1	2576753
1	2605062
1	2607109
1	2656129
1	2734928
1	2770103
1	2853588
1	2903339
1	2964159
1	3008248
1	3016389
1	3042507
1	3104518
1	3158552
1	3182143
1	3201607
1	3263676
1	3263901
1	3294589
1	3335372
1	3363924
1	3404498
1	3436607
1	3526788
1	3534643
1	3601965
1	3666733
1	3731443
1	3800748
1	3878755
1	3949461
1	3983473
1	4024242
1	4044418
1	4097196
1	4166303
1	4303199
1	4332180
1	4341345
1	4388482
1	4434262
1	4483994
1	4507239
1	4537305
1	4606836
1	4654624
1	4669477
1	4713404
1	4793924
1	4835191
1	4895331
1	4904117
1	4979747
1	4993798
1	5004381
1	5040886
1	5044309
1	5078784
1	5099732
1	5105711
1	5171372
1	5350724
1	5391501
1	5445204
1	5504873
1	5560283
1	5605089
1	5679403
1	5759989
1	5820379
1	5890799
1	5939719
1	5942396
1	5968304
1	6030964
1	6047063
1	6078710
1	6153255
1	6199752
1	6226807
1	6285400
1	6365516
1	6446246
1	6545898
1	6581656
1	6625064
1	6710122
1	6712827
1	6757070
1	6775052
1	6777588
1	6781597
1	6813926
1	6823322
1	6888447
1	7152382
1	7221331
1	7289210
1	7364887
1	7398475
1	7467649
1	7513735
1	7521479
1	7593342
1	7650114
1	7704114
1	7729935
1	7773352
1	7822558
1	7823156
1	7879776
1	7939497
1	7962097
1	8018238
1	8018367
1	8098227
1	8129187
1	8186542
1	8256062
1	8310786
1	8373503
1	8463361
1	8526855
1	8614459
1	8684467
1	8764927
1	8770419
1	8886188
1	8901546
1	8937158
1	8967968
1	9049778
1	9163721
1	9241430
1	9319120
1	9325131
1	9345338
1	9392680
1	9436719
1	9488943
1	9531933
1	9536231
1	9555795
1	9565056
1	9565749
1	9584727
1	9687469
1	9741537
1	9827739
1	9881489
1	9943752
